,sample,population,percentage
1133,sample01729,monocyte,21.645821355526444
1134,sample01729,nk_cell,13.99918943628121
1135,sample01730,b_cell,14.09252868725977
1136,sample01730,cd4_t_cell,25.772241393822068
1137,sample01730,cd8_t_cell,28.021397375828823
1138,sample01730,monocyte,20.671660634626715
1139,sample01730,nk_cell,11.442171908462624
1140,sample01755,b_cell,9.419451371571073
1141,sample01755,cd4_t_cell,28.635411471321696
1142,sample01755,cd8_t_cell,33.303740648379055
1143,sample01755,monocyte,17.848379052369076
1144,sample01755,nk_cell,10.793017456359102
1145,sample01756,b_cell,8.933029027886741
1146,sample01756,cd4_t_cell,29.80974966122245
1147,sample01756,cd8_t_cell,26.701019898723345
1148,sample01756,monocyte,18.252086156479567
1149,sample01756,nk_cell,16.304115255687897
1150,sample01757,b_cell,6.595058489122117
1151,sample01757,cd4_t_cell,32.65096024197369
1152,sample01757,cd8_t_cell,26.617105790605297
1153,sample01757,monocyte,17.328085711162128
1154,sample01757,nk_cell,16.808789767136766
1155,sample01785,b_cell,8.893445248926763
1156,sample01785,cd4_t_cell,27.47576636857088
1157,sample01785,cd8_t_cell,20.086225045538175
1158,sample01785,monocyte,26.402987670367693
1159,sample01785,nk_cell,17.14157566659649
1160,sample01786,b_cell,8.457771476263739
1161,sample01786,cd4_t_cell,33.74058543746921
1162,sample01786,cd8_t_cell,23.09471376713224
1163,sample01786,monocyte,19.294699689281728
1164,sample01786,nk_cell,15.412229629853087
1165,sample01787,b_cell,5.950277339431336
1166,sample01787,cd4_t_cell,42.518449922987514
1167,sample01787,cd8_t_cell,22.367637748400693
1168,sample01787,monocyte,11.809840588885635
1169,sample01787,nk_cell,17.35379440029482
1170,sample01815,b_cell,7.778564922578687
1171,sample01815,cd4_t_cell,29.432243700030362
1172,sample01815,cd8_t_cell,28.30887561987653
1173,sample01815,monocyte,16.411294403400465
1174,sample01815,nk_cell,18.069021354113957
1175,sample01816,b_cell,5.3400677158909104
1176,sample01816,cd4_t_cell,34.85973136882836
1177,sample01816,cd8_t_cell,29.658257990103063
1178,sample01816,monocyte,15.307698031774379
1179,sample01816,nk_cell,14.834244893403282
1180,sample01817,b_cell,7.7554709060520075
1181,sample01817,cd4_t_cell,34.274303261165315
1182,sample01817,cd8_t_cell,27.757803086251798
1183,sample01817,monocyte,16.48754227076612
1184,sample01817,nk_cell,13.724880475764762
1185,sample01824,b_cell,11.736574966015667
1186,sample01824,cd4_t_cell,34.730521353896705
1187,sample01824,cd8_t_cell,22.434549597566818
1188,sample01824,monocyte,19.98474372390052
1189,sample01824,nk_cell,11.113610358620285
1190,sample01825,b_cell,13.243935513032996
1191,sample01825,cd4_t_cell,25.13748681633268
1192,sample01825,cd8_t_cell,21.802960675003767
1193,sample01825,monocyte,21.778476721410275
1194,sample01825,nk_cell,18.03714027422028
1195,sample01826,b_cell,7.594164955663346
1196,sample01826,cd4_t_cell,33.75054916482117
1197,sample01826,cd8_t_cell,19.520679978123066
1198,sample01826,monocyte,22.32881748002833
1199,sample01826,nk_cell,16.80578842136408
1200,sample01830,b_cell,10.009698330866215
1201,sample01830,cd4_t_cell,32.182124444898164
1202,sample01830,cd8_t_cell,25.991526721453727
1203,sample01830,monocyte,14.003368893879843
1204,sample01830,nk_cell,17.813281608902045
1205,sample01831,b_cell,7.207147079575142
1206,sample01831,cd4_t_cell,30.10240079327244
1207,sample01831,cd8_t_cell,28.137335291089034
1208,sample01831,monocyte,18.103201693331552
1209,sample01831,nk_cell,16.449915142731832
1210,sample01832,b_cell,6.167704151880078
1211,sample01832,cd4_t_cell,33.248977058971825
1212,sample01832,cd8_t_cell,21.027983012391648
1213,sample01832,monocyte,21.987899237884694
1214,sample01832,nk_cell,17.56743653887176
1215,sample01833,b_cell,10.649794287310266
1216,sample01833,cd4_t_cell,35.67047297805373
1217,sample01833,cd8_t_cell,22.1761502186033
1218,sample01833,monocyte,18.73435670472978
1219,sample01833,nk_cell,12.769225811302919
1220,sample01834,b_cell,12.058226199846466
1221,sample01834,cd4_t_cell,32.83483465974793
1222,sample01834,cd8_t_cell,21.802757776287788
1223,sample01834,monocyte,16.16185173308457
1224,sample01834,nk_cell,17.142329631033242
1225,sample01835,b_cell,14.720148466826943
1226,sample01835,cd4_t_cell,37.29807246193429
1227,sample01835,cd8_t_cell,23.06402631911932
1228,sample01835,monocyte,14.823484752625586
1229,sample01835,nk_cell,10.094267999493862
1230,sample01881,b_cell,9.461114799472616
1231,sample01881,cd4_t_cell,28.307603115678447
1232,sample01881,cd8_t_cell,20.841008761676783
1233,sample01881,monocyte,27.300524578513787
1234,sample01881,nk_cell,14.089748744658369
1235,sample01882,b_cell,5.603681358879475
1236,sample01882,cd4_t_cell,43.98863359239977
1237,sample01882,cd8_t_cell,20.286704908125074
1238,sample01882,monocyte,21.94607318185192
1239,sample01882,nk_cell,8.174906958743758
1240,sample01883,b_cell,8.647054650844641
1241,sample01883,cd4_t_cell,34.320689899778074
1242,sample01883,cd8_t_cell,17.42686028718801
1243,sample01883,monocyte,19.550876055167663
1244,sample01883,nk_cell,20.054519107021616
1245,sample01899,b_cell,10.99263416345142
1246,sample01899,cd4_t_cell,36.03046550082678
1247,sample01899,cd8_t_cell,14.731673097158891
1248,sample01899,monocyte,22.23380267575287
1249,sample01899,nk_cell,16.011424562810042
1250,sample01900,b_cell,13.833766685676174
1251,sample01900,cd4_t_cell,30.199986467807882
1252,sample01900,cd8_t_cell,28.67471509902665
1253,sample01900,monocyte,15.81623283103125
1254,sample01900,nk_cell,11.475298916458046
1255,sample01901,b_cell,5.847009998113563
1256,sample01901,cd4_t_cell,38.71250707413696
1257,sample01901,cd8_t_cell,24.268062629692512
1258,sample01901,monocyte,18.231465761177137
1259,sample01901,nk_cell,12.940954536879834
1260,sample01962,b_cell,6.610836444354757
1261,sample01962,cd4_t_cell,32.086570477247506
1262,sample01962,cd8_t_cell,27.994147916456463
1263,sample01962,monocyte,16.607809504590858
1264,sample01962,nk_cell,16.700635657350418
1265,sample01963,b_cell,6.421673656312513
1266,sample01963,cd4_t_cell,43.75349059190284
1267,sample01963,cd8_t_cell,19.686430609571584
1268,sample01963,monocyte,16.538551366281137
1269,sample01963,nk_cell,13.599853775931924
1270,sample01964,b_cell,11.440756717629682
1271,sample01964,cd4_t_cell,27.827175709911867
1272,sample01964,cd8_t_cell,30.18066926861715
1273,sample01964,monocyte,17.073099157789713
1274,sample01964,nk_cell,13.478299146051588
1275,sample02037,b_cell,11.604435309190455
1276,sample02037,cd4_t_cell,30.25817333837206
1277,sample02037,cd8_t_cell,28.810153650465928
1278,sample02037,monocyte,14.986220309144368
1279,sample02037,nk_cell,14.341017392827187
1280,sample02038,b_cell,8.315362969123207
1281,sample02038,cd4_t_cell,34.720677684192204
1282,sample02038,cd8_t_cell,23.01786076916382
1283,sample02038,monocyte,24.165707710011507
1284,sample02038,nk_cell,9.78039086750926
1285,sample02039,b_cell,7.882123867295739
1286,sample02039,cd4_t_cell,21.553209016700368
1287,sample02039,cd8_t_cell,26.853516063805888
1288,sample02039,monocyte,22.491200479293042
1289,sample02039,nk_cell,21.219950572904967
1290,sample02055,b_cell,12.007610392249221
1291,sample02055,cd4_t_cell,28.065168601590425
1292,sample02055,cd8_t_cell,30.34366831989508
1293,sample02055,monocyte,13.900972541630878
1294,sample02055,nk_cell,15.682580144634397
1295,sample02056,b_cell,11.44328184686929
1296,sample02056,cd4_t_cell,26.938069697236145
1297,sample02056,cd8_t_cell,26.122297449124144
1298,sample02056,monocyte,16.501069785163693
1299,sample02056,nk_cell,18.995281221606728
1300,sample02057,b_cell,10.868251310353028
1301,sample02057,cd4_t_cell,22.099140963270482
1302,sample02057,cd8_t_cell,18.111110010205397
1303,sample02057,monocyte,31.881458876217465
1304,sample02057,nk_cell,17.04003883995363
1305,sample02064,b_cell,12.002051117054435
1306,sample02064,cd4_t_cell,32.95863580606889
1307,sample02064,cd8_t_cell,14.70168312252408
1308,sample02064,monocyte,22.149047839288947
1309,sample02064,nk_cell,18.188582115063646
1310,sample02065,b_cell,8.121149496997582
1311,sample02065,cd4_t_cell,36.0075645324807
1312,sample02065,cd8_t_cell,19.53033611479373
1313,sample02065,monocyte,24.626647430398503
1314,sample02065,nk_cell,11.714302425329485
1315,sample02066,b_cell,11.053739137212112
1316,sample02066,cd4_t_cell,31.843069249054984
1317,sample02066,cd8_t_cell,23.386656794357197
1318,sample02066,monocyte,20.771793772651105
1319,sample02066,nk_cell,12.944741046724602
1320,sample02178,b_cell,11.220896809427996
1321,sample02178,cd4_t_cell,24.677529462489222
1322,sample02178,cd8_t_cell,22.90618712273642
1323,sample02178,monocyte,20.347980741592412
1324,sample02178,nk_cell,20.847405863753952
1325,sample02179,b_cell,10.570990648403244
1326,sample02179,cd4_t_cell,37.54607892592449
1327,sample02179,cd8_t_cell,17.318885569050483
1328,sample02179,monocyte,19.562686740910326
1329,sample02179,nk_cell,15.001358115711458
1330,sample02180,b_cell,7.90591735229861
1331,sample02180,cd4_t_cell,39.30274717612606
1332,sample02180,cd8_t_cell,20.832055036489564
1333,sample02180,monocyte,19.563984567470833
1334,sample02180,nk_cell,12.39529586761493
1335,sample02196,b_cell,9.512962962962963
1336,sample02196,cd4_t_cell,27.706481481481482
1337,sample02196,cd8_t_cell,33.25555555555555
1338,sample02196,monocyte,11.574074074074074
1339,sample02196,nk_cell,17.950925925925926
1340,sample02197,b_cell,11.35027089579717
1341,sample02197,cd4_t_cell,29.314607332596918
1342,sample02197,cd8_t_cell,26.631949923728367
1343,sample02197,monocyte,24.214402188206826
1344,sample02197,nk_cell,8.488769659670718
1345,sample02198,b_cell,6.007232503722612
1346,sample02198,cd4_t_cell,25.27228249308658
1347,sample02198,cd8_t_cell,39.57987662199532
1348,sample02198,monocyte,19.034248032333547
1349,sample02198,nk_cell,10.106360348861944
1350,sample02235,b_cell,15.747768260508149
1351,sample02235,cd4_t_cell,20.554591781416025
1352,sample02235,cd8_t_cell,23.08088474466009
1353,sample02235,monocyte,29.83392966858217
1354,sample02235,nk_cell,10.782825544833567
1355,sample02236,b_cell,7.103927833114076
1356,sample02236,cd4_t_cell,20.82414267203434
1357,sample02236,cd8_t_cell,31.015143572142158
1358,sample02236,monocyte,19.350339765971967
1359,sample02236,nk_cell,21.706446156737456
1360,sample02237,b_cell,12.800060271031294
1361,sample02237,cd4_t_cell,29.190013843502502
1362,sample02237,cd8_t_cell,25.826136909414522
1363,sample02237,monocyte,20.336764387354386
1364,sample02237,nk_cell,11.847024588697298
1365,sample02244,b_cell,8.20818782516621
1366,sample02244,cd4_t_cell,29.2428145267209
1367,sample02244,cd8_t_cell,19.106282898420876
1368,sample02244,monocyte,21.67197792687769
1369,sample02244,nk_cell,21.770736822814325
1370,sample02245,b_cell,15.345230586576633
1371,sample02245,cd4_t_cell,29.46518012837161
1372,sample02245,cd8_t_cell,21.665491781990873
1373,sample02245,monocyte,23.416688309279117
1374,sample02245,nk_cell,10.107409193781768
1375,sample02246,b_cell,3.9766923092959745
1376,sample02246,cd4_t_cell,31.340296453811995
1377,sample02246,cd8_t_cell,28.207934621719097
1378,sample02246,monocyte,21.325077657556236
1379,sample02246,nk_cell,15.149998957616695
1380,sample02262,b_cell,12.020598434352873
1381,sample02262,cd4_t_cell,37.81017047696173
1382,sample02262,cd8_t_cell,20.784277082165328
1383,sample02262,monocyte,22.299051060030315
1384,sample02262,nk_cell,7.085902946489752
1385,sample02263,b_cell,5.892216303536557
1386,sample02263,cd4_t_cell,32.33510893903299
1387,sample02263,cd8_t_cell,28.044005030314803
1388,sample02263,monocyte,18.034496508429868
1389,sample02263,nk_cell,15.69417321868578
1390,sample02264,b_cell,4.91344772847532
1391,sample02264,cd4_t_cell,29.92100687882682
1392,sample02264,cd8_t_cell,39.35199183611762
1393,sample02264,monocyte,13.819071736336836
1394,sample02264,nk_cell,11.994481820243404
1395,sample02340,b_cell,16.14899842448796
1396,sample02340,cd4_t_cell,24.790784277617497
1397,sample02340,cd8_t_cell,28.873815808319524
1398,sample02340,monocyte,19.688785218832486
1399,sample02340,nk_cell,10.497616270742537
1400,sample02341,b_cell,15.201071005612482
1401,sample02341,cd4_t_cell,31.10035528551568
1402,sample02341,cd8_t_cell,21.08851243499305
1403,sample02341,monocyte,26.50429946964626
1404,sample02341,nk_cell,6.1057618042325315
1405,sample02342,b_cell,11.091167858729252
1406,sample02342,cd4_t_cell,29.791593012609574
1407,sample02342,cd8_t_cell,26.99319209884601
1408,sample02342,monocyte,20.127274210655134
1409,sample02342,nk_cell,11.996772819160027
1410,sample02388,b_cell,14.491049645807001
1411,sample02388,cd4_t_cell,16.46042150436495
1412,sample02388,cd8_t_cell,31.459980600217513
1413,sample02388,monocyte,23.791187795773197
1414,sample02388,nk_cell,13.797360453837335
1415,sample02389,b_cell,14.715571747130022
1416,sample02389,cd4_t_cell,26.38359960724216
1417,sample02389,cd8_t_cell,20.432584218109074
1418,sample02389,monocyte,18.06594293999431
1419,sample02389,nk_cell,20.402301487524433
1420,sample02390,b_cell,9.890122211010203
1421,sample02390,cd4_t_cell,30.85211346563516
1422,sample02390,cd8_t_cell,20.94965803341182
1423,sample02390,monocyte,19.31158201592107
1424,sample02390,nk_cell,18.996524274021752
1425,sample02439,b_cell,5.829681124376606
1426,sample02439,cd4_t_cell,29.292919752153544
1427,sample02439,cd8_t_cell,24.620296206740214
1428,sample02439,monocyte,23.089202055312075
1429,sample02439,nk_cell,17.16790086141756
1430,sample02440,b_cell,8.895563770794825
1431,sample02440,cd4_t_cell,25.584373074553298
1432,sample02440,cd8_t_cell,30.07644023413432
1433,sample02440,monocyte,16.869801293900185
1434,sample02440,nk_cell,18.573821626617374
1435,sample02441,b_cell,6.317098291748244
1436,sample02441,cd4_t_cell,25.48366443662952
1437,sample02441,cd8_t_cell,20.88873630197363
1438,sample02441,monocyte,34.8498204526264
1439,sample02441,nk_cell,12.460680517022205
1440,sample02454,b_cell,6.433964114128836
1441,sample02454,cd4_t_cell,28.28414550446122
1442,sample02454,cd8_t_cell,23.880772624767133
1443,sample02454,monocyte,19.139131287381115
1444,sample02454,nk_cell,22.261986469261693
1445,sample02455,b_cell,5.710362128437192
1446,sample02455,cd4_t_cell,37.46499280933381
1447,sample02455,cd8_t_cell,26.201057514516496
1448,sample02455,monocyte,14.772764135335906
1449,sample02455,nk_cell,15.850823412376597
1450,sample02456,b_cell,12.211821135695498
1451,sample02456,cd4_t_cell,21.986693485997215
1452,sample02456,cd8_t_cell,26.99017484140492
1453,sample02456,monocyte,28.104208571870647
1454,sample02456,nk_cell,10.707101965031718
1455,sample02466,b_cell,8.018787543134666
1456,sample02466,cd4_t_cell,27.53376219486218
1457,sample02466,cd8_t_cell,27.41554126017126
1458,sample02466,monocyte,23.841221829335833
1459,sample02466,nk_cell,13.190687172496059
1460,sample02467,b_cell,14.350825879038553
1461,sample02467,cd4_t_cell,24.420179979723123
1462,sample02467,cd8_t_cell,23.312129341360347
1463,sample02467,monocyte,19.525915824039764
1464,sample02467,nk_cell,18.390948975838217
1465,sample02468,b_cell,6.694572804083448
1466,sample02468,cd4_t_cell,31.777227818487656
1467,sample02468,cd8_t_cell,21.387830861738944
1468,sample02468,monocyte,27.424063726532744
1469,sample02468,nk_cell,12.716304789157208
1470,sample02481,b_cell,11.138686873823934
1471,sample02481,cd4_t_cell,41.893912424350304
1472,sample02481,cd8_t_cell,17.759243248741292
1473,sample02481,monocyte,13.74357931139704
1474,sample02481,nk_cell,15.464578141687433
1475,sample02482,b_cell,12.072633044554456
1476,sample02482,cd4_t_cell,29.187616027227723
1477,sample02482,cd8_t_cell,25.934986076732674
1478,sample02482,monocyte,21.70966120049505
1479,sample02482,nk_cell,11.095103650990099
1480,sample02483,b_cell,8.524308136694772
1481,sample02483,cd4_t_cell,33.74572563345581
1482,sample02483,cd8_t_cell,22.92228617547735
1483,sample02483,monocyte,18.76579657201113
1484,sample02483,nk_cell,16.041883482360937
1485,sample02490,b_cell,9.866140263005411
1486,sample02490,cd4_t_cell,26.614811977647488
1487,sample02490,cd8_t_cell,26.203313593196036
1488,sample02490,monocyte,19.157754141991497
1489,sample02490,nk_cell,18.15798002415957
1490,sample02491,b_cell,6.907925061714485
1491,sample02491,cd4_t_cell,35.2761018980405
1492,sample02491,cd8_t_cell,22.50606901779221
1493,sample02491,monocyte,21.847439745152467
1494,sample02491,nk_cell,13.462464277300336
1495,sample02492,b_cell,7.416490105035387
1496,sample02492,cd4_t_cell,35.38024613442727
1497,sample02492,cd8_t_cell,30.342153901636387
1498,sample02492,monocyte,15.377541360501285
1499,sample02492,nk_cell,11.483568498399675
1500,sample02499,b_cell,13.34476807589281
1501,sample02499,cd4_t_cell,34.21740833677434
1502,sample02499,cd8_t_cell,21.004986818282884
1503,sample02499,monocyte,24.92244491736281
1504,sample02499,nk_cell,6.510391851687154
1505,sample02500,b_cell,9.953011533532678
1506,sample02500,cd4_t_cell,30.22056448672133
1507,sample02500,cd8_t_cell,23.21605317719132
1508,sample02500,monocyte,19.53094883362332
1509,sample02500,nk_cell,17.07942196893135
1510,sample02501,b_cell,9.81741806687739
1511,sample02501,cd4_t_cell,33.90450840126435
1512,sample02501,cd8_t_cell,26.549243054400264
1513,sample02501,monocyte,14.075237065380136
1514,sample02501,nk_cell,15.653593412077857
1515,sample02517,b_cell,10.313179643323185
1516,sample02517,cd4_t_cell,43.01544149630274
1517,sample02517,cd8_t_cell,21.37016093953893
1518,sample02517,monocyte,12.648977816441931
1519,sample02517,nk_cell,12.652240104393215
1520,sample02518,b_cell,8.154931570541978
1521,sample02518,cd4_t_cell,30.891301271554774
1522,sample02518,cd8_t_cell,27.528453312309217
1523,sample02518,monocyte,19.349263145127054
1524,sample02518,nk_cell,14.076050700466977
1525,sample02519,b_cell,16.171951263603166
1526,sample02519,cd4_t_cell,30.621135977439533
1527,sample02519,cd8_t_cell,21.99103365992986
1528,sample02519,monocyte,17.98510430601251
1529,sample02519,nk_cell,13.230774793014932
1530,sample02562,b_cell,7.739606744305965
1531,sample02562,cd4_t_cell,34.64386133893737
1532,sample02562,cd8_t_cell,20.8458597238843
1533,sample02562,monocyte,23.968944280668982
1534,sample02562,nk_cell,12.80172791220338
1535,sample02563,b_cell,9.555791096550395
1536,sample02563,cd4_t_cell,33.36095586818269
1537,sample02563,cd8_t_cell,27.326074388128735
1538,sample02563,monocyte,19.8978608595105
1539,sample02563,nk_cell,9.859317787627674
1540,sample02564,b_cell,4.583924514074236
1541,sample02564,cd4_t_cell,38.304543244664494
1542,sample02564,cd8_t_cell,20.909442686060704
1543,sample02564,monocyte,16.154861242025262
1544,sample02564,nk_cell,20.04722831317531
1545,sample02574,b_cell,5.23937589146696
1546,sample02574,cd4_t_cell,37.0719597574121
1547,sample02574,cd8_t_cell,23.54234944416014
1548,sample02574,monocyte,19.148982502749256
1549,sample02574,nk_cell,14.997332404211535
1550,sample02575,b_cell,10.541399666986225
1551,sample02575,cd4_t_cell,31.01569201271507
1552,sample02575,cd8_t_cell,25.867097229930874
1553,sample02575,monocyte,17.454967455472023
1554,sample02575,nk_cell,15.120843634895808
1555,sample02576,b_cell,13.233403563903867
1556,sample02576,cd4_t_cell,23.655501196300396
1557,sample02576,cd8_t_cell,28.068421240581365
1558,sample02576,monocyte,15.728671928007714
1559,sample02576,nk_cell,19.314002071206655
1560,sample02586,b_cell,10.714511739763307
1561,sample02586,cd4_t_cell,37.598886146446425
1562,sample02586,cd8_t_cell,19.54306689450035
1563,sample02586,monocyte,16.713227915050584
1564,sample02586,nk_cell,15.430307304239333
1565,sample02587,b_cell,11.670340816178678
1566,sample02587,cd4_t_cell,31.01913662661326
1567,sample02587,cd8_t_cell,30.72416969395887
1568,sample02587,monocyte,15.231678413595388
1569,sample02587,nk_cell,11.354674449653801
1570,sample02588,b_cell,9.73738062755798
1571,sample02588,cd4_t_cell,30.826177674343953
1572,sample02588,cd8_t_cell,27.197857314822244
1573,sample02588,monocyte,18.999277746569295
1574,sample02588,nk_cell,13.239306636706525
1575,sample02589,b_cell,6.73424289008455
1576,sample02589,cd4_t_cell,24.950038431975404
1577,sample02589,cd8_t_cell,26.19619523443505
1578,sample02589,monocyte,19.43120676402767
1579,sample02589,nk_cell,22.688316679477325
1580,sample02590,b_cell,7.960217163191752
1581,sample02590,cd4_t_cell,22.97732560792007
1582,sample02590,cd8_t_cell,35.71422053925818
1583,sample02590,monocyte,19.52187599799261
1584,sample02590,nk_cell,13.826360691637392
1585,sample02591,b_cell,9.291265960206365
1586,sample02591,cd4_t_cell,39.12784497583752
1587,sample02591,cd8_t_cell,20.290718341387493
1588,sample02591,monocyte,12.655759124578477
1589,sample02591,nk_cell,18.634411597990145
1590,sample02625,b_cell,8.76944837340877
1591,sample02625,cd4_t_cell,42.349900014632006
1592,sample02625,cd8_t_cell,19.96098131980686
1593,sample02625,monocyte,19.08306101546115
1594,sample02625,nk_cell,9.836609276691217
1595,sample02626,b_cell,9.57034390352836
1596,sample02626,cd4_t_cell,24.491290754801252
1597,sample02626,cd8_t_cell,23.00401965163019
1598,sample02626,monocyte,21.924073246985262
1599,sample02626,nk_cell,21.010272443054934
1600,sample02627,b_cell,7.035670831804399
1601,sample02627,cd4_t_cell,26.28671855385388
1602,sample02627,cd8_t_cell,20.242762509897837
1603,sample02627,monocyte,23.67079317870179
1604,sample02627,nk_cell,22.764054925742098
1605,sample02640,b_cell,6.0442307692307695
1606,sample02640,cd4_t_cell,38.59519230769231
1607,sample02640,cd8_t_cell,14.689423076923077
1608,sample02640,monocyte,17.822115384615383
1609,sample02640,nk_cell,22.849038461538463
1610,sample02641,b_cell,6.4983751792749125
1611,sample02641,cd4_t_cell,32.58446344607229
1612,sample02641,cd8_t_cell,28.11121398616633
1613,sample02641,monocyte,23.442804495034764
1614,sample02641,nk_cell,9.3631428934517
1615,sample02642,b_cell,8.019174873107458
1616,sample02642,cd4_t_cell,35.70777840440762
1617,sample02642,cd8_t_cell,21.94807166717279
1618,sample02642,monocyte,20.4926033577719
1619,sample02642,nk_cell,13.832371697540237
1620,sample02655,b_cell,5.754066511751933
1621,sample02655,cd4_t_cell,30.107424479067465
1622,sample02655,cd8_t_cell,28.794141175574264
1623,sample02655,monocyte,20.17161250999962
1624,sample02655,nk_cell,15.17275532360672
1625,sample02656,b_cell,8.825391877015402
1626,sample02656,cd4_t_cell,31.319960641811257
1627,sample02656,cd8_t_cell,25.19313764649722
1628,sample02656,monocyte,17.945970169610412
1629,sample02656,nk_cell,16.71553966506571
1630,sample02657,b_cell,12.08754521005286
1631,sample02657,cd4_t_cell,23.586200500788276
1632,sample02657,cd8_t_cell,25.86200500788278
1633,sample02657,monocyte,24.911434665677454
1634,sample02657,nk_cell,13.552814615598628
1635,sample02673,b_cell,8.465215526709413
1636,sample02673,cd4_t_cell,30.88292208403502
1637,sample02673,cd8_t_cell,21.893664424756544
1638,sample02673,monocyte,25.118458625775343
1639,sample02673,nk_cell,13.63973933872368
1640,sample02674,b_cell,9.084948688711517
1641,sample02674,cd4_t_cell,28.973774230330672
1642,sample02674,cd8_t_cell,19.721588749524894
1643,sample02674,monocyte,18.70296465222349
1644,sample02674,nk_cell,23.516723679209427
1645,sample02675,b_cell,6.652666179693207
1646,sample02675,cd4_t_cell,23.02136596055515
1647,sample02675,cd8_t_cell,27.930058436815195
1648,sample02675,monocyte,28.10810810810811
1649,sample02675,nk_cell,14.287801314828341
1650,sample02736,b_cell,7.6944788404108095
1651,sample02736,cd4_t_cell,25.85767353776677
1652,sample02736,cd8_t_cell,34.20860951271032
1653,sample02736,monocyte,19.09552771505572
1654,sample02736,nk_cell,13.143710394056377
1655,sample02737,b_cell,9.233417466902628
1656,sample02737,cd4_t_cell,22.508147417486242
1657,sample02737,cd8_t_cell,23.562234664964656
1658,sample02737,monocyte,26.23806898952682
1659,sample02737,nk_cell,18.458131461119653
1660,sample02738,b_cell,7.435205693711095
1661,sample02738,cd4_t_cell,26.329214910300955
1662,sample02738,cd8_t_cell,27.948941351836496
1663,sample02738,monocyte,29.722977441399074
1664,sample02738,nk_cell,8.56366060275238
1665,sample02754,b_cell,12.10459634037427
1666,sample02754,cd4_t_cell,34.62728726608096
1667,sample02754,cd8_t_cell,17.10283091366025
1668,sample02754,monocyte,11.876129353853823
1669,sample02754,nk_cell,24.289156126030697
1670,sample02755,b_cell,11.246177729689043
1671,sample02755,cd4_t_cell,26.700851484216965
1672,sample02755,cd8_t_cell,25.170061626758244
1673,sample02755,monocyte,20.320835489485816
1674,sample02755,nk_cell,16.56207366984993
1675,sample02756,b_cell,8.39403146591193
1676,sample02756,cd4_t_cell,39.59668692250062
1677,sample02756,cd8_t_cell,16.51752268375926
1678,sample02756,monocyte,20.98247731624074
1679,sample02756,nk_cell,14.509281611587447
1680,sample02760,b_cell,9.737994036668146
1681,sample02760,cd4_t_cell,26.869885174141977
1682,sample02760,cd8_t_cell,20.55974962464844
1683,sample02760,monocyte,25.329357778764617
1684,sample02760,nk_cell,17.503013385776818
1685,sample02761,b_cell,6.25934509569378
1686,sample02761,cd4_t_cell,27.97080592105263
1687,sample02761,cd8_t_cell,18.780838815789473
1688,sample02761,monocyte,21.434845992822968
1689,sample02761,nk_cell,25.554164174641148
1690,sample02762,b_cell,3.591939941588098
1691,sample02762,cd4_t_cell,41.50773271654546
1692,sample02762,cd8_t_cell,18.064566713056433
1693,sample02762,monocyte,20.978301350530216
1694,sample02762,nk_cell,15.857459278279789
1695,sample02766,b_cell,5.096258021501792
1696,sample02766,cd4_t_cell,36.5009584132011
1697,sample02766,cd8_t_cell,28.630510875906324
1698,sample02766,monocyte,18.633844487040587
1699,sample02766,nk_cell,11.138428202350196
1700,sample02767,b_cell,9.733412004505713
1701,sample02767,cd4_t_cell,24.256825618194497
1702,sample02767,cd8_t_cell,22.43523038137639
1703,sample02767,monocyte,31.973394839886286
1704,sample02767,nk_cell,11.601137156037119
1705,sample02768,b_cell,11.49096295110186
1706,sample02768,cd4_t_cell,17.4556153799964
1707,sample02768,cd8_t_cell,31.26638778247033
1708,sample02768,monocyte,24.66123576389584
1709,sample02768,nk_cell,15.125798122535578
1710,sample02772,b_cell,12.08740988071144
1711,sample02772,cd4_t_cell,40.292298939553625
1712,sample02772,cd8_t_cell,18.260756022719853
1713,sample02772,monocyte,17.61348268497188
1714,sample02772,nk_cell,11.746052472043202
1715,sample02773,b_cell,17.178265895953757
1716,sample02773,cd4_t_cell,27.600462427745665
1717,sample02773,cd8_t_cell,17.36416184971098
1718,sample02773,monocyte,21.366011560693643
1719,sample02773,nk_cell,16.491098265895953
1720,sample02774,b_cell,10.544508153389451
1721,sample02774,cd4_t_cell,31.172990118335978
1722,sample02774,cd8_t_cell,28.86116872026351
1723,sample02774,monocyte,21.401122361839697
1724,sample02774,nk_cell,8.020210646171364
1725,sample02781,b_cell,6.920970071211593
1726,sample02781,cd4_t_cell,31.898809820228077
1727,sample02781,cd8_t_cell,31.963547632090034
1728,sample02781,monocyte,15.409591155818934
1729,sample02781,nk_cell,13.807081320651362
1730,sample02782,b_cell,7.3845571877617555
1731,sample02782,cd4_t_cell,30.39836439128516
1732,sample02782,cd8_t_cell,23.856830197515965
1733,sample02782,monocyte,20.409082311828442
1734,sample02782,nk_cell,17.95116591160868
1735,sample02783,b_cell,16.19870190644774
1736,sample02783,cd4_t_cell,25.77875439988606
1737,sample02783,cd8_t_cell,26.388125902866793
1738,sample02783,monocyte,21.78477690288714
1739,sample02783,nk_cell,9.849640887912267
1740,sample02808,b_cell,17.668647831154694
1741,sample02808,cd4_t_cell,24.673685832907882
1742,sample02808,cd8_t_cell,18.79184286828949
1743,sample02808,monocyte,20.824382772538556
1744,sample02808,nk_cell,18.041440695109383
1745,sample02809,b_cell,9.045950958170204
