,sample,total_count,population,count,percentage
15388,sample03077,102319,monocyte,20500,20.03537954827549
15389,sample03077,102319,nk_cell,19008,18.577194851396126
15390,sample03078,96128,b_cell,11179,11.629285952063915
15391,sample03078,96128,cd4_t_cell,27919,29.043566910785618
15392,sample03078,96128,cd8_t_cell,24317,25.296479693741677
15393,sample03078,96128,monocyte,17900,18.621005326231693
15394,sample03078,96128,nk_cell,14813,15.409662117177097
15395,sample03079,90555,b_cell,11650,12.865109601899398
15396,sample03079,90555,cd4_t_cell,25683,28.36176909060792
15397,sample03079,90555,cd8_t_cell,20186,22.29142510076749
15398,sample03079,90555,monocyte,19798,21.862956214455302
15399,sample03079,90555,nk_cell,13238,14.61873999226989
15400,sample03080,100865,b_cell,7111,7.050017349923165
15401,sample03080,100865,cd4_t_cell,38239,37.91106925097903
15402,sample03080,100865,cd8_t_cell,24973,24.7588360680117
15403,sample03080,100865,monocyte,15089,14.959599464630942
15404,sample03080,100865,nk_cell,15453,15.320477866455162
15405,sample03081,92406,b_cell,5462,5.910871588424994
15406,sample03081,92406,cd4_t_cell,24887,26.932233837629592
15407,sample03081,92406,cd8_t_cell,25830,27.95273034218557
15408,sample03081,92406,monocyte,23245,25.155292946345476
15409,sample03081,92406,nk_cell,12982,14.048871285414368
15410,sample03082,90644,b_cell,10227,11.282600061780151
15411,sample03082,90644,cd4_t_cell,17560,19.37249018136887
15412,sample03082,90644,cd8_t_cell,25687,28.33833458364591
15413,sample03082,90644,monocyte,25217,27.8198226027095
15414,sample03082,90644,nk_cell,11953,13.186752570495566
15415,sample03083,98809,b_cell,10579,10.706514588752036
15416,sample03083,98809,cd4_t_cell,31608,31.988988857290327
15417,sample03083,98809,cd8_t_cell,16738,16.939752451699743
15418,sample03083,98809,monocyte,18610,18.8343167120404
15419,sample03083,98809,nk_cell,21274,21.53042739021749
15420,sample03084,96021,b_cell,12286,12.79511773466221
15421,sample03084,96021,cd4_t_cell,26769,27.878276626987848
15422,sample03084,96021,cd8_t_cell,29129,30.336072317513878
15423,sample03084,96021,monocyte,20885,21.750450422303455
15424,sample03084,96021,nk_cell,6952,7.240082898532613
15425,sample03085,107415,b_cell,12195,11.353162966066192
15426,sample03085,107415,cd4_t_cell,23276,21.669226830517154
15427,sample03085,107415,cd8_t_cell,29033,27.028813480426383
15428,sample03085,107415,monocyte,27677,25.766419959968346
15429,sample03085,107415,nk_cell,15234,14.182376763021924
15430,sample03086,107410,b_cell,9380,8.73289265431524
15431,sample03086,107410,cd4_t_cell,35891,33.41495205288148
15432,sample03086,107410,cd8_t_cell,26855,25.002327530025138
15433,sample03086,107410,monocyte,14864,13.838562517456475
15434,sample03086,107410,nk_cell,20420,19.011265245321663
15435,sample03087,101975,b_cell,9039,8.86393723951949
15436,sample03087,101975,cd4_t_cell,31674,31.060554057367003
15437,sample03087,101975,cd8_t_cell,20664,20.263790144643295
15438,sample03087,101975,monocyte,24852,24.370679088011766
15439,sample03087,101975,nk_cell,15746,15.441039470458445
15440,sample03088,99850,b_cell,11096,11.112669003505259
15441,sample03088,99850,cd4_t_cell,29171,29.214822233350024
15442,sample03088,99850,cd8_t_cell,21522,21.55433149724587
15443,sample03088,99850,monocyte,23570,23.605408112168252
15444,sample03088,99850,nk_cell,14491,14.512769153730597
15445,sample03089,108418,b_cell,11671,10.764817650205686
15446,sample03089,108418,cd4_t_cell,28424,26.217048829530153
15447,sample03089,108418,cd8_t_cell,25800,23.796786511464887
15448,sample03089,108418,monocyte,26452,24.39816266671586
15449,sample03089,108418,nk_cell,16071,14.823184342083417
15450,sample03090,102045,b_cell,3469,3.399480621294527
15451,sample03090,102045,cd4_t_cell,34095,33.41173011906512
15452,sample03090,102045,cd8_t_cell,25152,24.647949434073205
15453,sample03090,102045,monocyte,24101,23.618011661521876
15454,sample03090,102045,nk_cell,15228,14.922828164045274
15455,sample03091,99596,b_cell,13941,13.99755010241375
15456,sample03091,99596,cd4_t_cell,29066,29.183902967990683
15457,sample03091,99596,cd8_t_cell,28237,28.351540222498894
15458,sample03091,99596,monocyte,11674,11.721354271255874
15459,sample03091,99596,nk_cell,16678,16.745652435840796
15460,sample03092,101594,b_cell,8133,8.00539401933185
15461,sample03092,101594,cd4_t_cell,29104,28.647361064629802
15462,sample03092,101594,cd8_t_cell,31232,30.741972951158534
15463,sample03092,101594,monocyte,20159,19.842707246490935
15464,sample03092,101594,nk_cell,12966,12.762564718388882
15465,sample03093,109414,b_cell,12099,11.05799989032482
15466,sample03093,109414,cd4_t_cell,30780,28.13168333120076
15467,sample03093,109414,cd8_t_cell,30144,27.550404884201292
15468,sample03093,109414,monocyte,21291,19.459118577147347
15469,sample03093,109414,nk_cell,15100,13.800793317125779
15470,sample03094,101671,b_cell,15090,14.841990341395285
15471,sample03094,101671,cd4_t_cell,32749,32.21075822997708
15472,sample03094,101671,cd8_t_cell,27734,27.278181585702903
15473,sample03094,101671,monocyte,15522,15.266890263693679
15474,sample03094,101671,nk_cell,10576,10.40217957923105
15475,sample03095,107388,b_cell,5353,4.984728275040042
15476,sample03095,107388,cd4_t_cell,35815,33.35102618542109
15477,sample03095,107388,cd8_t_cell,26993,25.135955600253286
15478,sample03095,107388,monocyte,21538,20.056244645584236
15479,sample03095,107388,nk_cell,17689,16.472045293701346
15480,sample03096,91974,b_cell,10535,11.45432404810055
15481,sample03096,91974,cd4_t_cell,22997,25.003805423271793
15482,sample03096,91974,cd8_t_cell,27262,29.640985495901017
15483,sample03096,91974,monocyte,22398,24.352534411899015
15484,sample03096,91974,nk_cell,8782,9.548350620827625
15485,sample03097,95349,b_cell,7872,8.25598590441431
15486,sample03097,95349,cd4_t_cell,31818,33.37004058773558
15487,sample03097,95349,cd8_t_cell,25433,26.673588606068233
15488,sample03097,95349,monocyte,19066,19.996014640950612
15489,sample03097,95349,nk_cell,11160,11.704370260831261
15490,sample03098,92740,b_cell,5336,5.753720077636403
15491,sample03098,92740,cd4_t_cell,31326,33.77830493853785
15492,sample03098,92740,cd8_t_cell,18463,19.908345913306018
15493,sample03098,92740,monocyte,15361,16.563510890662066
15494,sample03098,92740,nk_cell,22254,23.996118179857667
15495,sample03099,106077,b_cell,11234,10.590420166482838
15496,sample03099,106077,cd4_t_cell,24576,23.16807602024944
15497,sample03099,106077,cd8_t_cell,27061,25.510713915363368
15498,sample03099,106077,monocyte,20614,19.433053348039632
15499,sample03099,106077,nk_cell,22592,21.29773654986472
15500,sample03100,94614,b_cell,10156,10.73414082482508
15501,sample03100,94614,cd4_t_cell,21819,23.061069186378337
15502,sample03100,94614,cd8_t_cell,24523,25.918997188576743
15503,sample03100,94614,monocyte,28618,30.247109307290675
15504,sample03100,94614,nk_cell,9498,10.038683492929165
15505,sample03101,101129,b_cell,9218,9.115090626823166
15506,sample03101,101129,cd4_t_cell,32183,31.823710310593402
15507,sample03101,101129,cd8_t_cell,21581,21.340070602893334
15508,sample03101,101129,monocyte,22542,22.290342038386616
15509,sample03101,101129,nk_cell,15605,15.430786421303484
15510,sample03102,107462,b_cell,6006,5.588952373862389
15511,sample03102,107462,cd4_t_cell,27259,25.36617595056857
15512,sample03102,107462,cd8_t_cell,24280,22.59403323965681
15513,sample03102,107462,monocyte,32404,30.153914872233905
15514,sample03102,107462,nk_cell,17513,16.296923563678323
15515,sample03103,102665,b_cell,8589,8.366044903326353
15516,sample03103,102665,cd4_t_cell,27272,26.564067598499975
15517,sample03103,102665,cd8_t_cell,19409,18.905177032094677
15518,sample03103,102665,monocyte,23395,22.787707592655725
15519,sample03103,102665,nk_cell,24000,23.37700287342327
15520,sample03104,90955,b_cell,12214,13.428618547633445
15521,sample03104,90955,cd4_t_cell,30007,32.99103952503985
15522,sample03104,90955,cd8_t_cell,27095,29.7894563245561
15523,sample03104,90955,monocyte,13039,14.335660491451817
15524,sample03104,90955,nk_cell,8600,9.455225111318784
15525,sample03105,88782,b_cell,8384,9.443355635151269
15526,sample03105,88782,cd4_t_cell,19413,21.865918767317698
15527,sample03105,88782,cd8_t_cell,27232,30.672884143182177
15528,sample03105,88782,monocyte,18807,21.183347975941068
15529,sample03105,88782,nk_cell,14946,16.834493478407786
15530,sample03106,105855,b_cell,11495,10.859194180718909
15531,sample03106,105855,cd4_t_cell,36148,34.148599499315104
15532,sample03106,105855,cd8_t_cell,21262,20.08596665249634
15533,sample03106,105855,monocyte,22488,21.244154739974494
15534,sample03106,105855,nk_cell,14462,13.662084927495158
15535,sample03107,95047,b_cell,9289,9.773059644176039
15536,sample03107,95047,cd4_t_cell,22500,23.67249886898061
15537,sample03107,95047,cd8_t_cell,21519,22.640377918293055
15538,sample03107,95047,monocyte,24380,25.650467663366545
15539,sample03107,95047,nk_cell,17359,18.263595905183752
15540,sample03108,107745,b_cell,9741,9.040790755951551
15541,sample03108,107745,cd4_t_cell,37636,34.93062323077637
15542,sample03108,107745,cd8_t_cell,22185,20.59028261172212
15543,sample03108,107745,monocyte,22660,21.031138335885657
15544,sample03108,107745,nk_cell,15523,14.4071650656643
15545,sample03109,94419,b_cell,8496,8.998188923839482
15546,sample03109,94419,cd4_t_cell,28233,29.901820608140312
15547,sample03109,94419,cd8_t_cell,29952,31.722428748451055
15548,sample03109,94419,monocyte,17280,18.301401201029453
15549,sample03109,94419,nk_cell,10458,11.0761605185397
15550,sample03110,105259,b_cell,10457,9.93454241442537
15551,sample03110,105259,cd4_t_cell,30476,28.953343657074456
15552,sample03110,105259,cd8_t_cell,28088,26.68465404383473
15553,sample03110,105259,monocyte,20357,19.3399139266001
15554,sample03110,105259,nk_cell,15881,15.087545958065343
15555,sample03111,97506,b_cell,7509,7.701064549873854
15556,sample03111,97506,cd4_t_cell,25151,25.79431009373782
15557,sample03111,97506,cd8_t_cell,28145,28.864890365721084
15558,sample03111,97506,monocyte,22753,23.33497425799438
15559,sample03111,97506,nk_cell,13948,14.304760732672861
15560,sample03112,106893,b_cell,6492,6.073363082708877
15561,sample03112,106893,cd4_t_cell,31097,29.09170853096087
15562,sample03112,106893,cd8_t_cell,27045,25.301001936515956
15563,sample03112,106893,monocyte,28844,26.983993339133526
15564,sample03112,106893,nk_cell,13415,12.549933110680774
15565,sample03113,110976,b_cell,7665,6.906898788927336
15566,sample03113,110976,cd4_t_cell,37640,33.91724336793541
15567,sample03113,110976,cd8_t_cell,24541,22.11379036908881
15568,sample03113,110976,monocyte,18503,16.67297433679354
15569,sample03113,110976,nk_cell,22627,20.389093137254903
15570,sample03114,96220,b_cell,10989,11.42070255664103
15571,sample03114,96220,cd4_t_cell,27259,28.329869050093535
15572,sample03114,96220,cd8_t_cell,29014,30.153814175847018
15573,sample03114,96220,monocyte,14361,14.92517148202037
15574,sample03114,96220,nk_cell,14597,15.170442735398046
15575,sample03115,108013,b_cell,9632,8.917445122346384
15576,sample03115,108013,cd4_t_cell,34920,32.32944182644682
15577,sample03115,108013,cd8_t_cell,27309,25.28306777887847
15578,sample03115,108013,monocyte,19327,17.893216557266253
15579,sample03115,108013,nk_cell,16825,15.576828715062076
15580,sample03116,101870,b_cell,4736,4.6490625306763524
15581,sample03116,101870,cd4_t_cell,34237,33.60852066359085
15582,sample03116,101870,cd8_t_cell,23475,23.04407578286051
15583,sample03116,101870,monocyte,21299,20.908020025522724
15584,sample03116,101870,nk_cell,18123,17.790320997349564
15585,sample03117,104149,b_cell,13479,12.942034969130765
15586,sample03117,104149,cd4_t_cell,29455,28.281596558776368
15587,sample03117,104149,cd8_t_cell,26358,25.307972232090563
15588,sample03117,104149,monocyte,20239,19.43273579199032
15589,sample03117,104149,nk_cell,14618,14.035660448011983
15590,sample03118,99561,b_cell,8439,8.476210564377618
15591,sample03118,99561,cd4_t_cell,32036,32.17725816333705
15592,sample03118,99561,cd8_t_cell,23776,23.880836873876316
15593,sample03118,99561,monocyte,18039,18.118540392322295
15594,sample03118,99561,nk_cell,17271,17.347154006086722
15595,sample03119,104650,b_cell,8789,8.398471094123268
15596,sample03119,104650,cd4_t_cell,33089,31.618729096989966
15597,sample03119,104650,cd8_t_cell,26321,25.15145723841376
15598,sample03119,104650,monocyte,17181,16.417582417582416
15599,sample03119,104650,nk_cell,19270,18.41376015289059
15600,sample03120,108504,b_cell,9542,8.794145837941459
15601,sample03120,108504,cd4_t_cell,27660,25.49214775492148
15602,sample03120,108504,cd8_t_cell,35603,32.81261520312615
15603,sample03120,108504,monocyte,22417,20.660067831600678
15604,sample03120,108504,nk_cell,13282,12.241023372410234
15605,sample03121,96253,b_cell,8005,8.316623897436964
15606,sample03121,96253,cd4_t_cell,27078,28.132110167994764
15607,sample03121,96253,cd8_t_cell,32948,34.23062138322961
15608,sample03121,96253,monocyte,19526,20.28612095207422
15609,sample03121,96253,nk_cell,8696,9.034523599264439
15610,sample03122,110501,b_cell,10233,9.260549678283455
15611,sample03122,110501,cd4_t_cell,35347,31.987945810445154
15612,sample03122,110501,cd8_t_cell,26789,24.243219518375398
15613,sample03122,110501,monocyte,29216,26.439579732310115
15614,sample03122,110501,nk_cell,8916,8.068705260585878
15615,sample03123,101091,b_cell,10298,10.186861342750591
15616,sample03123,101091,cd4_t_cell,31995,31.64970175386533
15617,sample03123,101091,cd8_t_cell,23744,23.48774866209653
15618,sample03123,101091,monocyte,15474,15.307000623200878
15619,sample03123,101091,nk_cell,19580,19.368687618086675
15620,sample03124,105237,b_cell,9936,9.441546224236722
15621,sample03124,105237,cd4_t_cell,40934,38.896965896025165
15622,sample03124,105237,cd8_t_cell,25924,24.633921529500082
15623,sample03124,105237,monocyte,13775,13.089502741431245
15624,sample03124,105237,nk_cell,14668,13.938063608806788
15625,sample03125,93838,b_cell,6827,7.275304247746115
15626,sample03125,93838,cd4_t_cell,30625,32.63603231100407
15627,sample03125,93838,cd8_t_cell,23323,24.854536541699524
15628,sample03125,93838,monocyte,18148,19.33971312261557
15629,sample03125,93838,nk_cell,14915,15.894413776934718
15630,sample03126,90350,b_cell,7032,7.783065855008301
15631,sample03126,90350,cd4_t_cell,30725,34.006640841173216
15632,sample03126,90350,cd8_t_cell,20345,22.51798561151079
15633,sample03126,90350,monocyte,16693,18.475926950747095
15634,sample03126,90350,nk_cell,15555,17.2163807415606
15635,sample03127,100953,b_cell,10929,10.825829841609462
15636,sample03127,100953,cd4_t_cell,24714,24.48069893911028
15637,sample03127,100953,cd8_t_cell,24965,24.729329489960676
15638,sample03127,100953,monocyte,17899,17.730032787534793
15639,sample03127,100953,nk_cell,22446,22.23410894178479
15640,sample03128,94072,b_cell,6594,7.009524619440429
15641,sample03128,94072,cd4_t_cell,32429,34.47253167786376
15642,sample03128,94072,cd8_t_cell,24816,26.379794200187092
15643,sample03128,94072,monocyte,16478,17.516370439663238
15644,sample03128,94072,nk_cell,13755,14.62177906284548
15645,sample03129,98253,b_cell,9695,9.867383184228471
15646,sample03129,98253,cd4_t_cell,34275,34.88443100974016
15647,sample03129,98253,cd8_t_cell,27697,28.189470041627228
15648,sample03129,98253,monocyte,14666,14.926770683846804
15649,sample03129,98253,nk_cell,11920,12.131945080557337
15650,sample03130,92360,b_cell,7394,8.005630142919012
15651,sample03130,92360,cd4_t_cell,29922,32.39714161974881
15652,sample03130,92360,cd8_t_cell,27270,29.525768731052402
15653,sample03130,92360,monocyte,19947,21.597011693373755
15654,sample03130,92360,nk_cell,7827,8.47444781290602
15655,sample03131,100010,b_cell,7966,7.965203479652035
15656,sample03131,100010,cd4_t_cell,30505,30.5019498050195
15657,sample03131,100010,cd8_t_cell,17923,17.92120787921208
15658,sample03131,100010,monocyte,20332,20.32996700329967
15659,sample03131,100010,nk_cell,23284,23.28167183281672
15660,sample03132,106250,b_cell,7742,7.286588235294118
15661,sample03132,106250,cd4_t_cell,20019,18.84141176470588
15662,sample03132,106250,cd8_t_cell,32260,30.36235294117647
15663,sample03132,106250,monocyte,25951,24.424470588235295
15664,sample03132,106250,nk_cell,20278,19.085176470588234
15665,sample03133,95973,b_cell,15837,16.501516051389455
15666,sample03133,95973,cd4_t_cell,27410,28.560115865920622
15667,sample03133,95973,cd8_t_cell,24831,25.872901753618205
15668,sample03133,95973,monocyte,16848,17.55493732612297
15669,sample03133,95973,nk_cell,11047,11.510529002948745
15670,sample03134,102745,b_cell,11013,10.718769769818483
15671,sample03134,102745,cd4_t_cell,26480,25.772543676091296
15672,sample03134,102745,cd8_t_cell,26031,25.33553944230863
15673,sample03134,102745,monocyte,17818,17.341963112560222
15674,sample03134,102745,nk_cell,21403,20.831183999221373
15675,sample03135,110579,b_cell,7083,6.405375342515306
15676,sample03135,110579,cd4_t_cell,32375,29.277710957776794
15677,sample03135,110579,cd8_t_cell,28148,25.455104495428607
15678,sample03135,110579,monocyte,28194,25.496703714086763
15679,sample03135,110579,nk_cell,14779,13.365105490192532
15680,sample03136,106391,b_cell,9920,9.324096963088984
15681,sample03136,106391,cd4_t_cell,31505,29.612467219971613
15682,sample03136,106391,cd8_t_cell,32454,30.504459963718734
15683,sample03136,106391,monocyte,21559,20.263932099519696
15684,sample03136,106391,nk_cell,10953,10.295043753700972
15685,sample03137,93021,b_cell,2881,3.097150105890068
15686,sample03137,93021,cd4_t_cell,32831,35.29418088388643
15687,sample03137,93021,cd8_t_cell,24429,26.261811848937338
15688,sample03137,93021,monocyte,15612,16.783306995194632
15689,sample03137,93021,nk_cell,17268,18.563550166091527
15690,sample03138,96988,b_cell,8158,8.411349857714356
15691,sample03138,96988,cd4_t_cell,27596,28.453004495401494
15692,sample03138,96988,cd8_t_cell,20758,21.402647750237143
15693,sample03138,96988,monocyte,19355,19.956077040458613
15694,sample03138,96988,nk_cell,21121,21.776920856188394
15695,sample03139,111719,b_cell,9934,8.891952129897332
15696,sample03139,111719,cd4_t_cell,33497,29.983261575918153
15697,sample03139,111719,cd8_t_cell,29953,26.811016926395688
15698,sample03139,111719,monocyte,18682,16.722312229790816
15699,sample03139,111719,nk_cell,19653,17.591457137998013
15700,sample03140,92621,b_cell,9218,9.95238660778873
15701,sample03140,92621,cd4_t_cell,31875,34.41444164930199
15702,sample03140,92621,cd8_t_cell,19645,21.21009274354628
15703,sample03140,92621,monocyte,16003,17.277939128275445
15704,sample03140,92621,nk_cell,15880,17.14513987108755
15705,sample03141,95823,b_cell,8415,8.781816474124167
15706,sample03141,95823,cd4_t_cell,30191,31.507049455767405
15707,sample03141,95823,cd8_t_cell,22319,23.291902779082267
15708,sample03141,95823,monocyte,21798,22.74819197896121
15709,sample03141,95823,nk_cell,13100,13.671039312064954
15710,sample03142,100873,b_cell,5026,4.982502750983911
15711,sample03142,100873,cd4_t_cell,27989,27.74677069186006
15712,sample03142,100873,cd8_t_cell,22096,21.904771346148127
15713,sample03142,100873,monocyte,22535,22.339972044055397
15714,sample03142,100873,nk_cell,23227,23.025983166952503
15715,sample03143,98367,b_cell,10440,10.613315441154045
15716,sample03143,98367,cd4_t_cell,27600,28.058190246729087
15717,sample03143,98367,cd8_t_cell,23144,23.528215763416593
15718,sample03143,98367,monocyte,20991,21.339473603952545
15719,sample03143,98367,nk_cell,16192,16.460804944747732
15720,sample03144,92548,b_cell,10142,10.958637679906643
15721,sample03144,92548,cd4_t_cell,32105,34.69010675541341
15722,sample03144,92548,cd8_t_cell,21057,22.752517612482173
15723,sample03144,92548,monocyte,14678,15.859878117301292
15724,sample03144,92548,nk_cell,14566,15.738859834896486
15725,sample03145,105137,b_cell,8784,8.354813243672542
15726,sample03145,105137,cd4_t_cell,41613,39.5797863739692
15727,sample03145,105137,cd8_t_cell,22266,21.178081931194537
15728,sample03145,105137,monocyte,15867,15.091737447330626
15729,sample03145,105137,nk_cell,16607,15.795581003833094
15730,sample03146,92641,b_cell,7429,8.019127600090673
15731,sample03146,92641,cd4_t_cell,26988,29.13180988978962
15732,sample03146,92641,cd8_t_cell,21952,23.69577185047657
15733,sample03146,92641,monocyte,16348,17.64661435001781
15734,sample03146,92641,nk_cell,19924,21.506676309625327
15735,sample03147,99516,b_cell,12159,12.21813577716146
15736,sample03147,99516,cd4_t_cell,31846,32.000884279914786
15737,sample03147,99516,cd8_t_cell,20714,20.814743357852002
15738,sample03147,99516,monocyte,21669,21.774388038104426
15739,sample03147,99516,nk_cell,13128,13.191848546967321
15740,sample03148,106872,b_cell,16424,15.367916760236545
15741,sample03148,106872,cd4_t_cell,21468,20.08758140579385
15742,sample03148,106872,cd8_t_cell,32449,30.362489707313422
15743,sample03148,106872,monocyte,13062,12.222097462384909
15744,sample03148,106872,nk_cell,23469,21.959914664271277
15745,sample03149,109300,b_cell,11195,10.242451967063129
15746,sample03149,109300,cd4_t_cell,32880,30.08234217749314
15747,sample03149,109300,cd8_t_cell,27238,24.92040256175663
15748,sample03149,109300,monocyte,21768,19.915827996340347
15749,sample03149,109300,nk_cell,16219,14.838975297346751
15750,sample03150,97444,b_cell,8950,9.184762530273797
15751,sample03150,97444,cd4_t_cell,27647,28.3721932597184
15752,sample03150,97444,cd8_t_cell,27373,28.091006116333485
15753,sample03150,97444,monocyte,19464,19.974549484832313
15754,sample03150,97444,nk_cell,14010,14.377488608842002
15755,sample03151,112112,b_cell,12370,11.033609247894962
15756,sample03151,112112,cd4_t_cell,34828,31.06536320822035
15757,sample03151,112112,cd8_t_cell,32935,29.376873126873125
15758,sample03151,112112,monocyte,16833,15.014449835878407
15759,sample03151,112112,nk_cell,15146,13.509704581133153
15760,sample03152,106841,b_cell,5658,5.2957198079389
15761,sample03152,106841,cd4_t_cell,30682,28.71743993410769
15762,sample03152,106841,cd8_t_cell,26721,25.01006168044103
15763,sample03152,106841,monocyte,23647,22.13288905944347
15764,sample03152,106841,nk_cell,20133,18.843889518068906
15765,sample03153,89033,b_cell,6728,7.5567486212977215
15766,sample03153,89033,cd4_t_cell,28435,31.93759617220581
15767,sample03153,89033,cd8_t_cell,18622,20.91584019408534
15768,sample03153,89033,monocyte,19406,21.796412566127167
15769,sample03153,89033,nk_cell,15842,17.793402446283963
15770,sample03154,99182,b_cell,13210,13.318949002843258
15771,sample03154,99182,cd4_t_cell,23286,23.478050452703112
15772,sample03154,99182,cd8_t_cell,31476,31.73559718497308
15773,sample03154,99182,monocyte,18729,18.883466758081102
15774,sample03154,99182,nk_cell,12481,12.583936601399447
15775,sample03155,102766,b_cell,8022,7.806083724188934
15776,sample03155,102766,cd4_t_cell,40223,39.14037716754569
15777,sample03155,102766,cd8_t_cell,21872,21.283303816437343
15778,sample03155,102766,monocyte,24167,23.51653270536948
15779,sample03155,102766,nk_cell,8482,8.253702586458557
15780,sample03156,98648,b_cell,13621,13.807679831319438
15781,sample03156,98648,cd4_t_cell,22285,22.590422512367205
15782,sample03156,98648,cd8_t_cell,22454,22.76173870732301
15783,sample03156,98648,monocyte,14322,14.51828724353256
15784,sample03156,98648,nk_cell,25966,26.321871705457788
15785,sample03157,104542,b_cell,9728,9.305350959423007
15786,sample03157,104542,cd4_t_cell,35851,34.29339404258575
15787,sample03157,104542,cd8_t_cell,20886,19.978573205027644
15788,sample03157,104542,monocyte,21945,20.991563199479636
15789,sample03157,104542,nk_cell,16132,15.431118593483959
15790,sample03158,108968,b_cell,8733,8.014279421481536
15791,sample03158,108968,cd4_t_cell,28932,26.550914029806915
15792,sample03158,108968,cd8_t_cell,30045,27.572314808017033
15793,sample03158,108968,monocyte,26134,23.98318772483665
15794,sample03158,108968,nk_cell,15124,13.879304015857867
15795,sample03159,100156,b_cell,6306,6.296177962378689
15796,sample03159,100156,cd4_t_cell,45909,45.837493510124204
15797,sample03159,100156,cd8_t_cell,21794,21.76005431526818
15798,sample03159,100156,monocyte,16530,16.504253364750987
15799,sample03159,100156,nk_cell,9617,9.602020847477934
15800,sample03160,111173,b_cell,15792,14.20488787745226
15801,sample03160,111173,cd4_t_cell,32279,29.034927545357235
15802,sample03160,111173,cd8_t_cell,30908,27.801714445054106
15803,sample03160,111173,monocyte,16822,15.131371825892977
15804,sample03160,111173,nk_cell,15372,13.827098306243423
15805,sample03161,99108,b_cell,8322,8.396900351132098
15806,sample03161,99108,cd4_t_cell,32633,32.926706219477744
15807,sample03161,99108,cd8_t_cell,23508,23.71957864148202
15808,sample03161,99108,monocyte,23425,23.635831618032853
15809,sample03161,99108,nk_cell,11220,11.320983169875287
15810,sample03162,95870,b_cell,6278,6.548451027432982
15811,sample03162,95870,cd4_t_cell,22536,23.506832168561594
15812,sample03162,95870,cd8_t_cell,27232,28.405131949514967
15813,sample03162,95870,monocyte,26563,27.70731198497966
15814,sample03162,95870,nk_cell,13261,13.832272869510795
15815,sample03163,88069,b_cell,4950,5.620592944168777
15816,sample03163,88069,cd4_t_cell,28198,32.0180767352871
15817,sample03163,88069,cd8_t_cell,18509,21.016475717903006
15818,sample03163,88069,monocyte,21196,24.067492534262907
15819,sample03163,88069,nk_cell,15216,17.277362068378203
15820,sample03164,91142,b_cell,5111,5.6077329880845275
15821,sample03164,91142,cd4_t_cell,24230,26.58488951306752
15822,sample03164,91142,cd8_t_cell,24054,26.39178424875469
15823,sample03164,91142,monocyte,22211,24.369664918478858
15824,sample03164,91142,nk_cell,15536,17.045928331614405
15825,sample03165,94951,b_cell,7797,8.211603879895947
15826,sample03165,94951,cd4_t_cell,31661,33.344567197817824
15827,sample03165,94951,cd8_t_cell,24073,25.353076850164822
15828,sample03165,94951,monocyte,14723,15.50589251298038
15829,sample03165,94951,nk_cell,16697,17.58485955914103
15830,sample03166,101385,b_cell,11464,11.307392612319376
15831,sample03166,101385,cd4_t_cell,37814,37.29743058637865
15832,sample03166,101385,cd8_t_cell,18749,18.49287369926518
15833,sample03166,101385,monocyte,16692,16.463973960645067
15834,sample03166,101385,nk_cell,16666,16.438329141391726
15835,sample03167,104173,b_cell,11223,10.773424975761474
15836,sample03167,104173,cd4_t_cell,31981,30.699893446478455
15837,sample03167,104173,cd8_t_cell,30855,29.618999164850777
15838,sample03167,104173,monocyte,14867,14.27145229570042
15839,sample03167,104173,nk_cell,15247,14.636230117208873
15840,sample03168,109482,b_cell,8557,7.815896677079337
15841,sample03168,109482,cd4_t_cell,30485,27.844759869202242
15842,sample03168,109482,cd8_t_cell,32680,29.849655651157267
15843,sample03168,109482,monocyte,27827,25.4169635191173
15844,sample03168,109482,nk_cell,9933,9.072724283443854
15845,sample03169,102961,b_cell,11303,10.9779431046707
15846,sample03169,102961,cd4_t_cell,33156,32.20248443585435
15847,sample03169,102961,cd8_t_cell,22203,21.564475869503987
15848,sample03169,102961,monocyte,21751,21.125474694301726
15849,sample03169,102961,nk_cell,14548,14.129621895669233
15850,sample03170,107580,b_cell,8154,7.579475738984941
15851,sample03170,107580,cd4_t_cell,31987,29.733221788436513
15852,sample03170,107580,cd8_t_cell,25997,24.165272355456406
15853,sample03170,107580,monocyte,26016,24.18293363078639
15854,sample03170,107580,nk_cell,15426,14.33909648633575
15855,sample03171,94120,b_cell,6876,7.30556736081598
15856,sample03171,94120,cd4_t_cell,29102,30.920101997450065
15857,sample03171,94120,cd8_t_cell,21190,22.513812154696133
15858,sample03171,94120,monocyte,21977,23.349978750531236
15859,sample03171,94120,nk_cell,14975,15.910539736506587
15860,sample03172,95848,b_cell,14388,15.01126784074785
15861,sample03172,95848,cd4_t_cell,28304,29.530089308071112
15862,sample03172,95848,cd8_t_cell,26586,27.73766797429263
15863,sample03172,95848,monocyte,12780,13.333611551623404
15864,sample03172,95848,nk_cell,13790,14.387363325265003
15865,sample03173,110755,b_cell,6421,5.797480926369013
15866,sample03173,110755,cd4_t_cell,49976,45.12301927678209
15867,sample03173,110755,cd8_t_cell,22897,20.67355875581238
15868,sample03173,110755,monocyte,19861,17.932373256286397
15869,sample03173,110755,nk_cell,11600,10.473567784750124
15870,sample03174,95513,b_cell,6363,6.661920366861056
15871,sample03174,95513,cd4_t_cell,34661,36.28930093285731
15872,sample03174,95513,cd8_t_cell,14024,14.682818045711056
